trackName,artistName,msPlayed,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Arabian Nights (2019),Will Smith,53829,hip hop,0.445,0.532,8,-8.018,1,0.0405,0.254,0.0,0.109,0.465,128.776,audio_features,6ZxPYutGhjLTrcmvcshCa4,spotify:track:6ZxPYutGhjLTrcmvcshCa4,https://api.spotify.com/v1/tracks/6ZxPYutGhjLTrcmvcshCa4,https://api.spotify.com/v1/audio-analysis/6ZxPYutGhjLTrcmvcshCa4,193096,4
first order of business,Baby Keem,108841,hip hop,0.963,0.309,6,-8.456,0,0.315,0.0605,1.9e-05,0.108,0.579,132.04,audio_features,4d6z0mKVcnhE5x0YWvTexh,spotify:track:4d6z0mKVcnhE5x0YWvTexh,https://api.spotify.com/v1/tracks/4d6z0mKVcnhE5x0YWvTexh,https://api.spotify.com/v1/audio-analysis/4d6z0mKVcnhE5x0YWvTexh,168759,4
Change,NF,4586251,hip hop,0.784,0.753,6,-4.099,0,0.213,0.438,0.0,0.167,0.532,116.959,audio_features,4cBlIM5AjnQ74f52Dv7T5K,spotify:track:4cBlIM5AjnQ74f52Dv7T5K,https://api.spotify.com/v1/tracks/4cBlIM5AjnQ74f52Dv7T5K,https://api.spotify.com/v1/audio-analysis/4cBlIM5AjnQ74f52Dv7T5K,234074,4
Day 'N' Nite (Nightmare),Kid Cudi,442480,hip hop,0.881,0.441,11,-6.278,0,0.0646,0.48,9.08e-06,0.119,0.804,138.014,audio_features,5wfllwdjglyQislkskYLBv,spotify:track:5wfllwdjglyQislkskYLBv,https://api.spotify.com/v1/tracks/5wfllwdjglyQislkskYLBv,https://api.spotify.com/v1/audio-analysis/5wfllwdjglyQislkskYLBv,221240,4
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,12735,hip hop,0.818,0.598,10,-5.948,0,0.113,0.0573,1.32e-06,0.634,0.331,111.052,audio_features,3Q5cLvkKsHJvYltf8k7HkO,spotify:track:3Q5cLvkKsHJvYltf8k7HkO,https://api.spotify.com/v1/tracks/3Q5cLvkKsHJvYltf8k7HkO,https://api.spotify.com/v1/audio-analysis/3Q5cLvkKsHJvYltf8k7HkO,231618,4
Hate Myself,NF,520054,hip hop,0.533,0.84,9,-5.283,0,0.167,0.234,0.0,0.114,0.361,116.882,audio_features,5PdEiev2BkKiZtZFcNKjfM,spotify:track:5PdEiev2BkKiZtZFcNKjfM,https://api.spotify.com/v1/tracks/5PdEiev2BkKiZtZFcNKjfM,https://api.spotify.com/v1/audio-analysis/5PdEiev2BkKiZtZFcNKjfM,260253,4
I Miss The Days,NF,5338567,hip hop,0.719,0.768,11,-5.658,0,0.19,0.345,0.0,0.104,0.0979,137.887,audio_features,3ebfDw8WEbf0DxGh47R2lo,spotify:track:3ebfDw8WEbf0DxGh47R2lo,https://api.spotify.com/v1/tracks/3ebfDw8WEbf0DxGh47R2lo,https://api.spotify.com/v1/audio-analysis/3ebfDw8WEbf0DxGh47R2lo,269185,4
Leave Me Alone,NF,745758,hip hop,0.722,0.741,1,-3.72,1,0.19,0.249,0.0,0.151,0.46,162.11,audio_features,3EtyEzMpfKSaoVhPunvbRV,spotify:track:3EtyEzMpfKSaoVhPunvbRV,https://api.spotify.com/v1/tracks/3EtyEzMpfKSaoVhPunvbRV,https://api.spotify.com/v1/audio-analysis/3EtyEzMpfKSaoVhPunvbRV,308652,4
Let Me Go,NF,477512,hip hop,0.554,0.337,9,-9.503,1,0.197,0.456,6.18e-06,0.115,0.137,173.877,audio_features,2PqSOrlabozEH6KXs7BvQr,spotify:track:2PqSOrlabozEH6KXs7BvQr,https://api.spotify.com/v1/tracks/2PqSOrlabozEH6KXs7BvQr,https://api.spotify.com/v1/audio-analysis/2PqSOrlabozEH6KXs7BvQr,277777,3
Lie,NF,209213,hip hop,0.513,0.661,5,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791,audio_features,07FkzikE6FuHIa8Ma7zJGc,spotify:track:07FkzikE6FuHIa8Ma7zJGc,https://api.spotify.com/v1/tracks/07FkzikE6FuHIa8Ma7zJGc,https://api.spotify.com/v1/audio-analysis/07FkzikE6FuHIa8Ma7zJGc,209213,4
Like This,NF,207640,hip hop,0.685,0.563,3,-5.456,0,0.0714,0.323,0.0,0.111,0.3,85.501,audio_features,5b1uZnebDRcR8XuBsDTPiO,spotify:track:5b1uZnebDRcR8XuBsDTPiO,https://api.spotify.com/v1/tracks/5b1uZnebDRcR8XuBsDTPiO,https://api.spotify.com/v1/audio-analysis/5b1uZnebDRcR8XuBsDTPiO,207640,4
My Stress,NF,505400,hip hop,0.653,0.796,7,-4.05,0,0.245,0.24,0.0,0.108,0.405,160.026,audio_features,0aQA9DP54h37OevE7hRc2a,spotify:track:0aQA9DP54h37OevE7hRc2a,https://api.spotify.com/v1/tracks/0aQA9DP54h37OevE7hRc2a,https://api.spotify.com/v1/audio-analysis/0aQA9DP54h37OevE7hRc2a,252712,4
Nate,NF,604048,hip hop,0.481,0.852,11,-4.109,0,0.441,0.661,0.0,0.365,0.537,84.799,audio_features,1SDtZ69uALD5zW8k9S8hTf,spotify:track:1SDtZ69uALD5zW8k9S8hTf,https://api.spotify.com/v1/tracks/1SDtZ69uALD5zW8k9S8hTf,https://api.spotify.com/v1/audio-analysis/1SDtZ69uALD5zW8k9S8hTf,302120,4
No Excuses,NF,75688,hip hop,0.727,0.642,1,-4.915,1,0.087,0.0291,0.0,0.0815,0.351,162.935,audio_features,7ssFG94tZHpX9vbIFM0GVH,spotify:track:7ssFG94tZHpX9vbIFM0GVH,https://api.spotify.com/v1/tracks/7ssFG94tZHpX9vbIFM0GVH,https://api.spotify.com/v1/audio-analysis/7ssFG94tZHpX9vbIFM0GVH,201720,4
Only,NF,13378021,hip hop,0.868,0.654,9,-4.832,0,0.0766,0.208,0.0,0.187,0.299,138.02,audio_features,5lehoWkVPujeOAwb8BO0uK,spotify:track:5lehoWkVPujeOAwb8BO0uK,https://api.spotify.com/v1/tracks/5lehoWkVPujeOAwb8BO0uK,https://api.spotify.com/v1/audio-analysis/5lehoWkVPujeOAwb8BO0uK,225440,4
Options,NF,78217,hip hop,0.808,0.768,8,-4.899,1,0.099,0.523,1.98e-05,0.101,0.328,141.006,audio_features,1Q3HtTFGxjmEljAw7Y0CaR,spotify:track:1Q3HtTFGxjmEljAw7Y0CaR,https://api.spotify.com/v1/tracks/1Q3HtTFGxjmEljAw7Y0CaR,https://api.spotify.com/v1/audio-analysis/1Q3HtTFGxjmEljAw7Y0CaR,206040,4
Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,202636,hip hop,0.791,0.839,11,-4.284,1,0.266,0.0588,6.26e-05,0.259,0.383,170.113,audio_features,2YzmfPLqUx5CJOaw5ThsBV,spotify:track:2YzmfPLqUx5CJOaw5ThsBV,https://api.spotify.com/v1/tracks/2YzmfPLqUx5CJOaw5ThsBV,https://api.spotify.com/v1/audio-analysis/2YzmfPLqUx5CJOaw5ThsBV,202636,4
Returns,NF,463796,hip hop,0.653,0.828,5,-4.502,0,0.312,0.406,0.0,0.11,0.709,75.684,audio_features,2uEuo87JC9tc1dzmPUtOxj,spotify:track:2uEuo87JC9tc1dzmPUtOxj,https://api.spotify.com/v1/tracks/2uEuo87JC9tc1dzmPUtOxj,https://api.spotify.com/v1/audio-analysis/2uEuo87JC9tc1dzmPUtOxj,232053,4
SICKO MODE - Skrillex Remix,Travis Scott,2229549,hip hop,0.651,0.833,1,-3.356,1,0.172,0.0214,0.0,0.14,0.443,155.051,audio_features,0u695M7KyzXaPIjpEbxOkB,spotify:track:0u695M7KyzXaPIjpEbxOkB,https://api.spotify.com/v1/tracks/0u695M7KyzXaPIjpEbxOkB,https://api.spotify.com/v1/audio-analysis/0u695M7KyzXaPIjpEbxOkB,304512,4
Save The Day (feat. Coi Leray & LouGotCash),Ski Mask The Slump God,294212,hip hop,0.871,0.751,6,-8.042,0,0.0788,0.00391,0.0,0.0853,0.787,139.984,audio_features,0vkzRCT7wzqWCFJw5TN1MQ,spotify:track:0vkzRCT7wzqWCFJw5TN1MQ,https://api.spotify.com/v1/tracks/0vkzRCT7wzqWCFJw5TN1MQ,https://api.spotify.com/v1/audio-analysis/0vkzRCT7wzqWCFJw5TN1MQ,178720,4
Scared of the Dark (feat. XXXTENTACION),Lil Wayne,237566,hip hop,0.443,0.623,0,-6.717,0,0.0718,0.0468,0.0,0.247,0.156,79.365,audio_features,3vWzyGTu6Ovo1GdrcJqH6e,spotify:track:3vWzyGTu6Ovo1GdrcJqH6e,https://api.spotify.com/v1/tracks/3vWzyGTu6Ovo1GdrcJqH6e,https://api.spotify.com/v1/audio-analysis/3vWzyGTu6Ovo1GdrcJqH6e,233000,4
See You Again (feat. Charlie Puth),Wiz Khalifa,689575,hip hop,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,audio_features,2JzZzZUQj3Qff7wapcbKjc,spotify:track:2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/tracks/2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/audio-analysis/2JzZzZUQj3Qff7wapcbKjc,229526,4
THE PLAN,Travis Scott,4052180,hip hop,0.433,0.443,1,-10.568,0,0.0361,0.0922,0.000293,0.117,0.0363,79.903,audio_features,551xyaSJsg8hILXFq9JdST,spotify:track:551xyaSJsg8hILXFq9JdST,https://api.spotify.com/v1/tracks/551xyaSJsg8hILXFq9JdST,https://api.spotify.com/v1/audio-analysis/551xyaSJsg8hILXFq9JdST,185851,3
"The Plan - From the Motion Picture ""TENET""",Travis Scott,197506,hip hop,0.433,0.443,1,-10.568,0,0.0361,0.0922,0.000293,0.117,0.0363,79.903,audio_features,551xyaSJsg8hILXFq9JdST,spotify:track:551xyaSJsg8hILXFq9JdST,https://api.spotify.com/v1/tracks/551xyaSJsg8hILXFq9JdST,https://api.spotify.com/v1/audio-analysis/551xyaSJsg8hILXFq9JdST,185851,3
The Search,NF,953726,hip hop,0.789,0.789,2,-4.813,1,0.298,0.598,0.0,0.099,0.37,119.95,audio_features,3oLe5ZILASG8vU5dxIMfLY,spotify:track:3oLe5ZILASG8vU5dxIMfLY,https://api.spotify.com/v1/tracks/3oLe5ZILASG8vU5dxIMfLY,https://api.spotify.com/v1/audio-analysis/3oLe5ZILASG8vU5dxIMfLY,248053,4
Thinking,NF,197264,hip hop,0.57,0.531,1,-5.82,1,0.293,0.26,0.000304,0.0922,0.557,109.787,audio_features,4KIIzdrFS4U21IeaMTATDi,spotify:track:4KIIzdrFS4U21IeaMTATDi,https://api.spotify.com/v1/tracks/4KIIzdrFS4U21IeaMTATDi,https://api.spotify.com/v1/audio-analysis/4KIIzdrFS4U21IeaMTATDi,192120,5
Time,NF,479582,hip hop,0.677,0.688,0,-4.058,0,0.0633,0.138,0.0,0.114,0.198,98.049,audio_features,6MxMqCgqmekcr0VwSU7AVH,spotify:track:6MxMqCgqmekcr0VwSU7AVH,https://api.spotify.com/v1/tracks/6MxMqCgqmekcr0VwSU7AVH,https://api.spotify.com/v1/audio-analysis/6MxMqCgqmekcr0VwSU7AVH,240429,4
Time - Edit,NF,15542,hip hop,0.665,0.703,8,-3.885,1,0.07,0.128,0.0,0.115,0.257,97.968,audio_features,1gZFRYcPz3wKevEaNYRwfW,spotify:track:1gZFRYcPz3wKevEaNYRwfW,https://api.spotify.com/v1/tracks/1gZFRYcPz3wKevEaNYRwfW,https://api.spotify.com/v1/audio-analysis/1gZFRYcPz3wKevEaNYRwfW,230611,4
Trauma,NF,102819,hip hop,0.527,0.0861,5,-15.326,1,0.0301,0.92,0.000334,0.0988,0.225,103.582,audio_features,0cHAXbQfTlBIJrzIOW8kUv,spotify:track:0cHAXbQfTlBIJrzIOW8kUv,https://api.spotify.com/v1/tracks/0cHAXbQfTlBIJrzIOW8kUv,https://api.spotify.com/v1/audio-analysis/0cHAXbQfTlBIJrzIOW8kUv,247241,4
Unforgettable,French Montana,226369,hip hop,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4
WHY,NF,149210,hip hop,0.741,0.827,10,-6.343,0,0.549,0.451,0.0,0.292,0.418,158.317,audio_features,7yNgSAuwbDJcdRNrBDtKPq,spotify:track:7yNgSAuwbDJcdRNrBDtKPq,https://api.spotify.com/v1/tracks/7yNgSAuwbDJcdRNrBDtKPq,https://api.spotify.com/v1/audio-analysis/7yNgSAuwbDJcdRNrBDtKPq,187933,4
When I Grow Up,NF,393598,hip hop,0.817,0.814,2,-3.985,1,0.185,0.32,0.0,0.152,0.247,109.994,audio_features,5rLyYxZNzca00ENADO9m54,spotify:track:5rLyYxZNzca00ENADO9m54,https://api.spotify.com/v1/tracks/5rLyYxZNzca00ENADO9m54,https://api.spotify.com/v1/audio-analysis/5rLyYxZNzca00ENADO9m54,196800,4
Arabian Nights (2019),Will Smith,53829,hip hop,0.445,0.532,8,-8.018,1,0.0405,0.254,0.0,0.109,0.465,128.776,audio_features,6ZxPYutGhjLTrcmvcshCa4,spotify:track:6ZxPYutGhjLTrcmvcshCa4,https://api.spotify.com/v1/tracks/6ZxPYutGhjLTrcmvcshCa4,https://api.spotify.com/v1/audio-analysis/6ZxPYutGhjLTrcmvcshCa4,193096,4
first order of business,Baby Keem,108841,hip hop,0.963,0.309,6,-8.456,0,0.315,0.0605,1.9e-05,0.108,0.579,132.04,audio_features,4d6z0mKVcnhE5x0YWvTexh,spotify:track:4d6z0mKVcnhE5x0YWvTexh,https://api.spotify.com/v1/tracks/4d6z0mKVcnhE5x0YWvTexh,https://api.spotify.com/v1/audio-analysis/4d6z0mKVcnhE5x0YWvTexh,168759,4
Change,NF,4586251,hip hop,0.784,0.753,6,-4.099,0,0.213,0.438,0.0,0.167,0.532,116.959,audio_features,4cBlIM5AjnQ74f52Dv7T5K,spotify:track:4cBlIM5AjnQ74f52Dv7T5K,https://api.spotify.com/v1/tracks/4cBlIM5AjnQ74f52Dv7T5K,https://api.spotify.com/v1/audio-analysis/4cBlIM5AjnQ74f52Dv7T5K,234074,4
Day 'N' Nite (Nightmare),Kid Cudi,442480,hip hop,0.881,0.441,11,-6.278,0,0.0646,0.48,9.08e-06,0.119,0.804,138.014,audio_features,5wfllwdjglyQislkskYLBv,spotify:track:5wfllwdjglyQislkskYLBv,https://api.spotify.com/v1/tracks/5wfllwdjglyQislkskYLBv,https://api.spotify.com/v1/audio-analysis/5wfllwdjglyQislkskYLBv,221240,4
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,12735,hip hop,0.818,0.598,10,-5.948,0,0.113,0.0573,1.32e-06,0.634,0.331,111.052,audio_features,3Q5cLvkKsHJvYltf8k7HkO,spotify:track:3Q5cLvkKsHJvYltf8k7HkO,https://api.spotify.com/v1/tracks/3Q5cLvkKsHJvYltf8k7HkO,https://api.spotify.com/v1/audio-analysis/3Q5cLvkKsHJvYltf8k7HkO,231618,4
Hate Myself,NF,520054,hip hop,0.533,0.84,9,-5.283,0,0.167,0.234,0.0,0.114,0.361,116.882,audio_features,5PdEiev2BkKiZtZFcNKjfM,spotify:track:5PdEiev2BkKiZtZFcNKjfM,https://api.spotify.com/v1/tracks/5PdEiev2BkKiZtZFcNKjfM,https://api.spotify.com/v1/audio-analysis/5PdEiev2BkKiZtZFcNKjfM,260253,4
I Miss The Days,NF,5338567,hip hop,0.719,0.768,11,-5.658,0,0.19,0.345,0.0,0.104,0.0979,137.887,audio_features,3ebfDw8WEbf0DxGh47R2lo,spotify:track:3ebfDw8WEbf0DxGh47R2lo,https://api.spotify.com/v1/tracks/3ebfDw8WEbf0DxGh47R2lo,https://api.spotify.com/v1/audio-analysis/3ebfDw8WEbf0DxGh47R2lo,269185,4
Leave Me Alone,NF,745758,hip hop,0.722,0.741,1,-3.72,1,0.19,0.249,0.0,0.151,0.46,162.11,audio_features,3EtyEzMpfKSaoVhPunvbRV,spotify:track:3EtyEzMpfKSaoVhPunvbRV,https://api.spotify.com/v1/tracks/3EtyEzMpfKSaoVhPunvbRV,https://api.spotify.com/v1/audio-analysis/3EtyEzMpfKSaoVhPunvbRV,308652,4
Let Me Go,NF,477512,hip hop,0.554,0.337,9,-9.503,1,0.197,0.456,6.18e-06,0.115,0.137,173.877,audio_features,2PqSOrlabozEH6KXs7BvQr,spotify:track:2PqSOrlabozEH6KXs7BvQr,https://api.spotify.com/v1/tracks/2PqSOrlabozEH6KXs7BvQr,https://api.spotify.com/v1/audio-analysis/2PqSOrlabozEH6KXs7BvQr,277777,3
Lie,NF,209213,hip hop,0.513,0.661,5,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791,audio_features,07FkzikE6FuHIa8Ma7zJGc,spotify:track:07FkzikE6FuHIa8Ma7zJGc,https://api.spotify.com/v1/tracks/07FkzikE6FuHIa8Ma7zJGc,https://api.spotify.com/v1/audio-analysis/07FkzikE6FuHIa8Ma7zJGc,209213,4
Like This,NF,207640,hip hop,0.685,0.563,3,-5.456,0,0.0714,0.323,0.0,0.111,0.3,85.501,audio_features,5b1uZnebDRcR8XuBsDTPiO,spotify:track:5b1uZnebDRcR8XuBsDTPiO,https://api.spotify.com/v1/tracks/5b1uZnebDRcR8XuBsDTPiO,https://api.spotify.com/v1/audio-analysis/5b1uZnebDRcR8XuBsDTPiO,207640,4
My Stress,NF,505400,hip hop,0.653,0.796,7,-4.05,0,0.245,0.24,0.0,0.108,0.405,160.026,audio_features,0aQA9DP54h37OevE7hRc2a,spotify:track:0aQA9DP54h37OevE7hRc2a,https://api.spotify.com/v1/tracks/0aQA9DP54h37OevE7hRc2a,https://api.spotify.com/v1/audio-analysis/0aQA9DP54h37OevE7hRc2a,252712,4
Nate,NF,604048,hip hop,0.481,0.852,11,-4.109,0,0.441,0.661,0.0,0.365,0.537,84.799,audio_features,1SDtZ69uALD5zW8k9S8hTf,spotify:track:1SDtZ69uALD5zW8k9S8hTf,https://api.spotify.com/v1/tracks/1SDtZ69uALD5zW8k9S8hTf,https://api.spotify.com/v1/audio-analysis/1SDtZ69uALD5zW8k9S8hTf,302120,4
No Excuses,NF,75688,hip hop,0.727,0.642,1,-4.915,1,0.087,0.0291,0.0,0.0815,0.351,162.935,audio_features,7ssFG94tZHpX9vbIFM0GVH,spotify:track:7ssFG94tZHpX9vbIFM0GVH,https://api.spotify.com/v1/tracks/7ssFG94tZHpX9vbIFM0GVH,https://api.spotify.com/v1/audio-analysis/7ssFG94tZHpX9vbIFM0GVH,201720,4
Only,NF,13378021,hip hop,0.868,0.654,9,-4.832,0,0.0766,0.208,0.0,0.187,0.299,138.02,audio_features,5lehoWkVPujeOAwb8BO0uK,spotify:track:5lehoWkVPujeOAwb8BO0uK,https://api.spotify.com/v1/tracks/5lehoWkVPujeOAwb8BO0uK,https://api.spotify.com/v1/audio-analysis/5lehoWkVPujeOAwb8BO0uK,225440,4
Options,NF,78217,hip hop,0.808,0.768,8,-4.899,1,0.099,0.523,1.98e-05,0.101,0.328,141.006,audio_features,1Q3HtTFGxjmEljAw7Y0CaR,spotify:track:1Q3HtTFGxjmEljAw7Y0CaR,https://api.spotify.com/v1/tracks/1Q3HtTFGxjmEljAw7Y0CaR,https://api.spotify.com/v1/audio-analysis/1Q3HtTFGxjmEljAw7Y0CaR,206040,4
Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,202636,hip hop,0.791,0.839,11,-4.284,1,0.266,0.0588,6.26e-05,0.259,0.383,170.113,audio_features,2YzmfPLqUx5CJOaw5ThsBV,spotify:track:2YzmfPLqUx5CJOaw5ThsBV,https://api.spotify.com/v1/tracks/2YzmfPLqUx5CJOaw5ThsBV,https://api.spotify.com/v1/audio-analysis/2YzmfPLqUx5CJOaw5ThsBV,202636,4
Returns,NF,463796,hip hop,0.653,0.828,5,-4.502,0,0.312,0.406,0.0,0.11,0.709,75.684,audio_features,2uEuo87JC9tc1dzmPUtOxj,spotify:track:2uEuo87JC9tc1dzmPUtOxj,https://api.spotify.com/v1/tracks/2uEuo87JC9tc1dzmPUtOxj,https://api.spotify.com/v1/audio-analysis/2uEuo87JC9tc1dzmPUtOxj,232053,4
SICKO MODE - Skrillex Remix,Travis Scott,2229549,hip hop,0.651,0.833,1,-3.356,1,0.172,0.0214,0.0,0.14,0.443,155.051,audio_features,0u695M7KyzXaPIjpEbxOkB,spotify:track:0u695M7KyzXaPIjpEbxOkB,https://api.spotify.com/v1/tracks/0u695M7KyzXaPIjpEbxOkB,https://api.spotify.com/v1/audio-analysis/0u695M7KyzXaPIjpEbxOkB,304512,4
Save The Day (feat. Coi Leray & LouGotCash),Ski Mask The Slump God,294212,hip hop,0.871,0.751,6,-8.042,0,0.0788,0.00391,0.0,0.0853,0.787,139.984,audio_features,0vkzRCT7wzqWCFJw5TN1MQ,spotify:track:0vkzRCT7wzqWCFJw5TN1MQ,https://api.spotify.com/v1/tracks/0vkzRCT7wzqWCFJw5TN1MQ,https://api.spotify.com/v1/audio-analysis/0vkzRCT7wzqWCFJw5TN1MQ,178720,4
Scared of the Dark (feat. XXXTENTACION),Lil Wayne,237566,hip hop,0.443,0.623,0,-6.717,0,0.0718,0.0468,0.0,0.247,0.156,79.365,audio_features,3vWzyGTu6Ovo1GdrcJqH6e,spotify:track:3vWzyGTu6Ovo1GdrcJqH6e,https://api.spotify.com/v1/tracks/3vWzyGTu6Ovo1GdrcJqH6e,https://api.spotify.com/v1/audio-analysis/3vWzyGTu6Ovo1GdrcJqH6e,233000,4
See You Again (feat. Charlie Puth),Wiz Khalifa,689575,hip hop,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,audio_features,2JzZzZUQj3Qff7wapcbKjc,spotify:track:2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/tracks/2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/audio-analysis/2JzZzZUQj3Qff7wapcbKjc,229526,4
THE PLAN,Travis Scott,4052180,hip hop,0.433,0.443,1,-10.568,0,0.0361,0.0922,0.000293,0.117,0.0363,79.903,audio_features,551xyaSJsg8hILXFq9JdST,spotify:track:551xyaSJsg8hILXFq9JdST,https://api.spotify.com/v1/tracks/551xyaSJsg8hILXFq9JdST,https://api.spotify.com/v1/audio-analysis/551xyaSJsg8hILXFq9JdST,185851,3
"The Plan - From the Motion Picture ""TENET""",Travis Scott,197506,hip hop,0.433,0.443,1,-10.568,0,0.0361,0.0922,0.000293,0.117,0.0363,79.903,audio_features,551xyaSJsg8hILXFq9JdST,spotify:track:551xyaSJsg8hILXFq9JdST,https://api.spotify.com/v1/tracks/551xyaSJsg8hILXFq9JdST,https://api.spotify.com/v1/audio-analysis/551xyaSJsg8hILXFq9JdST,185851,3
The Search,NF,953726,hip hop,0.789,0.789,2,-4.813,1,0.298,0.598,0.0,0.099,0.37,119.95,audio_features,3oLe5ZILASG8vU5dxIMfLY,spotify:track:3oLe5ZILASG8vU5dxIMfLY,https://api.spotify.com/v1/tracks/3oLe5ZILASG8vU5dxIMfLY,https://api.spotify.com/v1/audio-analysis/3oLe5ZILASG8vU5dxIMfLY,248053,4
Thinking,NF,197264,hip hop,0.57,0.531,1,-5.82,1,0.293,0.26,0.000304,0.0922,0.557,109.787,audio_features,4KIIzdrFS4U21IeaMTATDi,spotify:track:4KIIzdrFS4U21IeaMTATDi,https://api.spotify.com/v1/tracks/4KIIzdrFS4U21IeaMTATDi,https://api.spotify.com/v1/audio-analysis/4KIIzdrFS4U21IeaMTATDi,192120,5
Time,NF,479582,hip hop,0.677,0.688,0,-4.058,0,0.0633,0.138,0.0,0.114,0.198,98.049,audio_features,6MxMqCgqmekcr0VwSU7AVH,spotify:track:6MxMqCgqmekcr0VwSU7AVH,https://api.spotify.com/v1/tracks/6MxMqCgqmekcr0VwSU7AVH,https://api.spotify.com/v1/audio-analysis/6MxMqCgqmekcr0VwSU7AVH,240429,4
Time - Edit,NF,15542,hip hop,0.665,0.703,8,-3.885,1,0.07,0.128,0.0,0.115,0.257,97.968,audio_features,1gZFRYcPz3wKevEaNYRwfW,spotify:track:1gZFRYcPz3wKevEaNYRwfW,https://api.spotify.com/v1/tracks/1gZFRYcPz3wKevEaNYRwfW,https://api.spotify.com/v1/audio-analysis/1gZFRYcPz3wKevEaNYRwfW,230611,4
Trauma,NF,102819,hip hop,0.527,0.0861,5,-15.326,1,0.0301,0.92,0.000334,0.0988,0.225,103.582,audio_features,0cHAXbQfTlBIJrzIOW8kUv,spotify:track:0cHAXbQfTlBIJrzIOW8kUv,https://api.spotify.com/v1/tracks/0cHAXbQfTlBIJrzIOW8kUv,https://api.spotify.com/v1/audio-analysis/0cHAXbQfTlBIJrzIOW8kUv,247241,4
Unforgettable,French Montana,226369,hip hop,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4
WHY,NF,149210,hip hop,0.741,0.827,10,-6.343,0,0.549,0.451,0.0,0.292,0.418,158.317,audio_features,7yNgSAuwbDJcdRNrBDtKPq,spotify:track:7yNgSAuwbDJcdRNrBDtKPq,https://api.spotify.com/v1/tracks/7yNgSAuwbDJcdRNrBDtKPq,https://api.spotify.com/v1/audio-analysis/7yNgSAuwbDJcdRNrBDtKPq,187933,4
When I Grow Up,NF,393598,hip hop,0.817,0.814,2,-3.985,1,0.185,0.32,0.0,0.152,0.247,109.994,audio_features,5rLyYxZNzca00ENADO9m54,spotify:track:5rLyYxZNzca00ENADO9m54,https://api.spotify.com/v1/tracks/5rLyYxZNzca00ENADO9m54,https://api.spotify.com/v1/audio-analysis/5rLyYxZNzca00ENADO9m54,196800,4
